"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.086806185E0,-8.090041578E-3,-3.166258335E-2,7.188796997E-3
3.096806185E0,2.472639084E-3,-4.188644886E-2,2.431869507E-4
3.106806185E0,5.386514589E-3,-4.461991787E-2,5.308151245E-3
3.116806185E0,5.361894146E-3,-5.390441418E-2,5.355072021E-2
3.126806185E0,5.737265572E-3,-3.877031803E-2,5.397605896E-2
3.136806185E0,8.601676673E-3,-6.844568253E-2,5.928230286E-2
3.146806185E0,1.389808953E-3,-6.168746948E-2,3.592872620E-2
3.156806185E0,-1.295786351E-2,-4.041910172E-2,-1.768112183E-3
3.166806185E0,4.556566477E-3,-3.119719028E-2,-2.510452271E-2
3.176806185E0,1.530928724E-2,-3.375685215E-2,-3.404808044E-2
3.186806185E0,2.829268761E-2,-5.281126499E-2,-2.619361877E-2
3.196806185E0,1.443020254E-2,-2.790379524E-2,3.445434570E-2
3.206806185E0,-1.717928052E-2,-2.693915367E-2,4.721641541E-2
3.216806185E0,2.387468517E-2,-9.583234787E-3,1.923274994E-2
3.226806185E0,3.617196903E-2,2.434253693E-3,4.384803772E-2
3.236806185E0,-3.303389996E-3,1.598119736E-3,1.805877686E-2
3.246806185E0,1.908412762E-2,2.394449711E-2,6.527900696E-3
3.256806185E0,-3.108706325E-2,1.628053188E-2,1.025562286E-1
3.266806185E0,-2.998279408E-2,-1.921415329E-3,1.050796509E-1
3.276806185E0,-2.447612584E-3,-2.082848549E-2,5.723381042E-2
3.286806185E0,6.455240771E-3,-1.360809803E-2,3.330421448E-2
3.296806185E0,-1.907652989E-2,-3.733718395E-2,3.333663940E-2
3.306806185E0,-3.586750478E-2,-4.846453667E-2,9.512901306E-3
3.316806185E0,-2.119081840E-2,-4.628717899E-2,2.636909485E-3
3.326806218E0,1.063767821E-2,-3.108322620E-2,5.576801300E-2
3.336806218E0,1.205510646E-2,-1.797187328E-2,1.759824753E-1
3.346806218E0,-1.764149219E-2,1.292586327E-3,1.571893692E-1
3.356806218E0,-2.853705361E-2,4.177570343E-3,-7.497406006E-2
3.366806218E0,-1.076539606E-2,-4.924654961E-3,-1.395454407E-1
3.386806184E0,-4.534535110E-3,-6.219446659E-2,-9.204864502E-3
3.396806184E0,-5.371120572E-2,-5.069935322E-2,-6.330776215E-2
3.406806184E0,-2.775876597E-2,-3.575861454E-2,-8.133792877E-2
3.416806184E0,1.756627113E-2,-2.757310867E-2,6.048202515E-3
3.426806184E0,9.777586907E-3,-2.937614918E-2,8.858966827E-2
3.436806184E0,9.123984724E-3,-2.707707882E-2,9.921073914E-2
3.446806184E0,2.526380308E-2,9.703636169E-5,1.479310989E-1
3.456806184E0,8.660934865E-3,9.258985519E-4,1.005220413E-1
3.466806184E0,-8.835922927E-3,1.189482212E-2,3.368663788E-2
3.476806184E0,-2.226012945E-2,2.193176746E-2,-4.561424255E-3
3.486806184E0,-3.146054223E-2,-7.905960083E-4,-3.551673889E-2
3.496806184E0,-4.664203152E-2,1.189744473E-2,2.000617981E-2
3.506806184E0,-1.202590615E-1,-3.385317326E-2,-2.959823608E-2
3.516806184E0,-5.169321969E-2,-5.900502205E-3,5.996227264E-2
3.526806184E0,-3.988448903E-2,-5.915284157E-3,2.754306793E-2
3.536806184E0,-2.246993035E-2,1.775765419E-2,4.058742523E-2
3.546806217E0,1.330540329E-2,1.244258881E-2,2.965450287E-2
3.556806217E0,1.979939640E-2,-5.286717415E-2,1.168632507E-1
3.566806217E0,4.043631628E-2,-7.455539703E-2,6.529521942E-2
3.576806250E0,4.268084094E-2,-9.399700165E-2,-3.897571564E-2
3.586806250E0,5.507156998E-2,-7.675075531E-2,-3.539752960E-2
3.596806250E0,6.281692535E-2,-1.255351305E-1,1.381492615E-2
3.606806250E0,3.831541166E-2,-1.280356646E-1,2.723884583E-2
3.616806250E0,4.026044160E-2,-1.375987530E-1,4.548072815E-2
3.636806216E0,2.627462149E-3,-1.172649860E-1,1.057510376E-1
3.646806216E0,-1.594181359E-2,-9.173774719E-2,6.883144379E-2
3.656806216E0,-9.057827294E-3,-4.776561260E-2,-2.803802490E-2
3.666806216E0,-9.157486260E-3,-5.016875267E-2,-3.406429291E-2
3.676806216E0,-1.590710878E-2,-4.556930065E-2,5.922317505E-4
3.686806216E0,9.714897722E-3,1.913905144E-3,3.522586823E-2
3.696806216E0,6.333630532E-2,2.691173553E-2,7.451248169E-2
3.706806216E0,6.369549781E-2,3.614771366E-2,8.005142212E-2
3.716806216E0,3.760309890E-2,4.082882404E-2,1.187362671E-1
3.726806216E0,3.301971406E-2,1.967036724E-2,6.371784210E-2
3.736806216E0,6.084144115E-4,3.354680538E-2,3.755569458E-3
3.746806216E0,-5.395100266E-2,-2.958416939E-3,-1.073646545E-2
3.756806216E0,-4.696026817E-2,-4.563331604E-3,1.331901550E-2
3.766806216E0,-1.069061086E-2,2.940177917E-3,2.095222473E-2
3.776806216E0,-3.996061534E-2,-7.927179337E-3,4.308795929E-2
3.786806216E0,-6.416895241E-2,-6.583213806E-3,7.723999023E-2
3.796806216E0,-3.786503524E-2,-2.457177639E-2,9.699916840E-2
3.806806216E0,-2.805975825E-2,-2.625966072E-2,5.922603607E-2
3.816806216E0,-4.186769575E-2,-7.166898251E-2,3.571796417E-2
3.826806249E0,-5.740341544E-2,-9.010159969E-2,1.232337952E-2
3.836806249E0,-4.098937660E-2,-1.170139313E-1,1.066970825E-2
3.856806215E0,-2.758526802E-2,-1.311316490E-1,-3.960609436E-3
3.866806215E0,-5.018777400E-2,-1.306066513E-1,2.166748047E-3
3.886806181E0,-3.144800663E-3,-9.586429596E-2,5.317878723E-2
3.896806181E0,3.796791285E-2,-9.409368038E-2,4.517078400E-2
3.906806214E0,-7.607564330E-4,-7.890868187E-2,-2.285671234E-2
3.916806214E0,-1.598522067E-3,-6.205630302E-2,-4.073047638E-2
3.926806214E0,2.374254167E-3,-6.918776035E-2,-1.550960541E-2
3.936806214E0,-7.925331593E-4,-4.259550571E-2,8.397293091E-2
3.946806214E0,-9.261094034E-3,-9.809255600E-3,1.210336685E-1
3.956806214E0,-3.264702857E-3,1.381111145E-2,4.282760620E-2
3.966806214E0,-2.108845860E-2,2.299213409E-2,4.888534546E-3
